query_id,species_key,author,top1_match,max_similarity,total_relevant_in_gallery,reciprocal_rank,P@10,R@10,AP@10,representation
XC135348,sobtyr1,Dan Lane,pirfly1,0.9616267681121826,221,0.5,0.2,0.00904977375565611,0.11666666666666665,R1
XC1062368,sobtyr1,Jacob Wijpkema,sobtyr1,0.8617264032363892,221,1.0,0.5,0.02262443438914027,0.4222222222222222,R1
XC653904,sobtyr1,Jacob Wijpkema,sobtyr1,0.9596781730651855,221,1.0,0.8,0.03619909502262444,0.736547619047619,R1
XC348691,greant1,Blas Fandiño,greant1,0.9345632791519165,223,1.0,1.0,0.04484304932735426,1.0,R1
XC397818,greant1,Federico Ferrer,greant1,0.9400279521942139,223,1.0,1.0,0.04484304932735426,1.0,R1
XC50033,greant1,Bernabe Lopez-Lanus,squcuc1,0.9268157482147217,223,0.2,0.1,0.004484304932735426,0.02,R1
XC388556,greant1,Marcelo Jordani Feliti,greant1,0.9503275156021118,223,1.0,0.4,0.017937219730941704,0.315,R1
XC433819,greant1,Marcelo Jordani Feliti,greant1,0.9593133330345154,223,1.0,1.0,0.04484304932735426,1.0,R1
XC123928,greant1,GABRIEL LEITE,greant1,0.9392025470733643,223,1.0,1.0,0.04484304932735426,1.0,R1
XC489684,greant1,Jacob Wijpkema,greant1,0.9597811102867126,223,1.0,0.3,0.013452914798206279,0.19,R1
XC452472,greant1,Marcelo Jordani Feliti,greant1,0.9520823359489441,223,1.0,0.8,0.03587443946188341,0.7254365079365078,R1
XC616309,greant1,Fabrice Schmitt,bobfly1,0.944731593132019,223,0.011904761904761904,0.0,0.0,0.0,R1
XC118887,greant1,GABRIEL LEITE,barant1,0.9301307201385498,223,0.03225806451612903,0.0,0.0,0.0,R1
XC294719,squcuc1,Douglas Meyer,squcuc1,0.9167065024375916,231,1.0,0.8,0.03463203463203463,0.7577777777777778,R1
XC294724,squcuc1,Douglas Meyer,squcuc1,0.9631094336509705,231,1.0,1.0,0.04329004329004329,1.0,R1
XC940505,squcuc1,Kauê Werner,squcuc1,0.9192837476730347,231,1.0,0.7,0.030303030303030304,0.5714285714285714,R1
XC216157,squcuc1,Amanda Perin Marcon,squcuc1,0.9674299955368042,231,1.0,0.3,0.012987012987012988,0.2375,R1
XC549930,squcuc1,Bernabe Lopez-Lanus,squcuc1,0.9569505453109741,231,1.0,0.4,0.017316017316017316,0.2928571428571428,R1
XC549933,squcuc1,Bernabe Lopez-Lanus,bobfly1,0.9175053238868713,231,0.3333333333333333,0.3,0.012987012987012988,0.10952380952380951,R1
XC549936,squcuc1,Bernabe Lopez-Lanus,greant1,0.9027684926986694,231,0.25,0.2,0.008658008658008658,0.05833333333333333,R1
XC247099,squcuc1,Joe Klaiber,squcuc1,0.9350631237030029,231,1.0,0.1,0.004329004329004329,0.1,R1
XC246934,squcuc1,Joe Klaiber,barant1,0.9302291870117188,231,0.16666666666666666,0.1,0.004329004329004329,0.016666666666666666,R1
XC656889,squcuc1,Luiz Fernando Matos,bobfly1,0.9724957942962646,231,0.3333333333333333,0.2,0.008658008658008658,0.06666666666666667,R1
XC299640,roahaw,Patrice Adret,roahaw,0.932677686214447,159,1.0,0.5,0.031446540880503145,0.4105555555555555,R1
XC372463,roahaw,Kent Livezey,soulap1,0.9164205193519592,159,0.3333333333333333,0.4,0.025157232704402517,0.1561904761904762,R1
XC288830,roahaw,Diego Cueva,roahaw,0.9520798921585083,159,1.0,0.8,0.050314465408805034,0.788888888888889,R1
XC129438,roahaw,Oscar Humberto Marin-Gomez,roahaw,0.9553501605987549,159,1.0,0.6,0.03773584905660377,0.4730952380952381,R1
XC772769,roahaw,Sue Riffe,roahaw,0.9460972547531128,159,1.0,0.8,0.050314465408805034,0.7763888888888889,R1
XC716349,roahaw,Marcelo da Rocha,roahaw,0.9321585893630981,159,1.0,0.5,0.031446540880503145,0.3930952380952381,R1
XC340156,roahaw,GABRIEL LEITE,roahaw,0.9317817091941833,159,1.0,0.6,0.03773584905660377,0.55,R1
XC680705,roahaw,GABRIEL LEITE,roahaw,0.9330247044563293,159,1.0,1.0,0.06289308176100629,1.0,R1
XC235156,roahaw,cesar villamil,banana,0.9456319212913513,159,0.07692307692307693,0.0,0.0,0.0,R1
XC19527,roahaw,Niels Krabbe,linwoo1,0.8360854983329773,159,0.25,0.2,0.012578616352201259,0.065,R1
XC738930,trsowl,Adrian Antunez,barant1,0.9018467664718628,165,0.07692307692307693,0.0,0.0,0.0,R1
XC428741,trsowl,Diego Cueva,trsowl,0.9231955409049988,165,1.0,0.7,0.04242424242424243,0.5964285714285714,R1
XC597121,trsowl,Marcela Morales sánchez,trsowl,0.9518624544143677,165,1.0,1.0,0.06060606060606061,1.0,R1
XC549975,trsowl,Bernabe Lopez-Lanus,trsowl,0.9470820426940918,165,1.0,1.0,0.06060606060606061,1.0,R1
XC135491,trsowl,William Adsett ,trsowl,0.9479228854179382,165,1.0,0.9,0.05454545454545454,0.9,R1
XC572606,trsowl,Odirlei Vieira da Fonseca,trsowl,0.8950178623199463,165,1.0,0.5,0.030303030303030304,0.39722222222222225,R1
XC236394,trsowl,Odirlei Vieira da Fonseca,trsowl,0.9408361911773682,165,1.0,0.9,0.05454545454545454,0.866388888888889,R1
XC447808,trsowl,Kent Livezey,compau,0.9757307171821594,165,0.038461538461538464,0.0,0.0,0.0,R1
XC619067,trsowl,Capovilla Pablo H,trsowl,0.9055842757225037,165,1.0,0.8,0.048484848484848485,0.8,R1
XC730130,trsowl,Brian Cox,trsowl,0.9216077923774719,165,1.0,0.4,0.024242424242424242,0.24444444444444446,R1
XC756928,banana,Igor Lazo,banana,0.9631964564323425,203,1.0,0.3,0.014778325123152709,0.15857142857142856,R1
XC190593,banana,Gabriel Rosa,banana,0.9489830732345581,203,1.0,0.7,0.034482758620689655,0.5940476190476189,R1
XC247112,banana,Joe Klaiber,banana,0.9571719765663147,203,1.0,0.3,0.014778325123152709,0.16999999999999998,R1
XC561261,banana,Steve Hampton,trokin,0.9327602982521057,203,0.1111111111111111,0.1,0.0049261083743842365,0.01111111111111111,R1
XC127164,banana,pedrotêia,yeofly1,0.9326722025871277,203,0.14285714285714285,0.3,0.014778325123152709,0.07261904761904761,R1
XC169559,banana,GABRIEL LEITE,banana,0.958197295665741,203,1.0,0.2,0.009852216748768473,0.13333333333333333,R1
XC241562,banana,Oscar Humberto Marín Gómez,banana,0.9466266632080078,203,1.0,0.7,0.034482758620689655,0.6268253968253967,R1
XC924739,banana,Sue Riffe,linwoo1,0.8837899565696716,203,0.2,0.1,0.0049261083743842365,0.02,R1
XC541448,banana,Cristhian David Gaitán García,baffal1,0.9579899311065674,203,0.3333333333333333,0.1,0.0049261083743842365,0.03333333333333333,R1
XC215467,banana,Terry Davis,yeofly1,0.9523960947990417,203,0.5,0.5,0.024630541871921183,0.2671428571428572,R1
XC29087,baffal1,Niels Krabbe,gycwor1,0.9171831011772156,181,0.3333333333333333,0.5,0.027624309392265192,0.2261904761904762,R1
XC29088,baffal1,Niels Krabbe,baffal1,0.923412561416626,181,1.0,0.6,0.03314917127071823,0.4230952380952381,R1
XC235886,baffal1,Niels Krabbe,compau,0.8958157300949097,181,0.5,0.4,0.022099447513812154,0.18194444444444444,R1
XC437953,baffal1,George Wagner,baffal1,0.9448094367980957,181,1.0,0.6,0.03314917127071823,0.5857142857142856,R1
XC192816,baffal1,Kassius Santos,baffal1,0.9559415578842163,181,1.0,0.8,0.04419889502762431,0.7327777777777778,R1
XC666482,baffal1,Odirlei Vieira da Fonseca,baffal1,0.9142910242080688,181,1.0,0.9,0.049723756906077346,0.8154365079365078,R1
XC727672,baffal1,Brian Cox,baffal1,0.9026546478271484,181,1.0,0.9,0.049723756906077346,0.866388888888889,R1
XC745799,baffal1,Jacob Wijpkema,baffal1,0.9654650688171387,181,1.0,0.1,0.0055248618784530384,0.1,R1
XC546400,baffal1,Ciro Albano,baffal1,0.8957290053367615,181,1.0,1.0,0.055248618784530384,1.0,R1
XC192815,baffal1,Kassius Santos,baffal1,0.9398462176322937,181,1.0,1.0,0.055248618784530384,1.0,R1
XC539586,soulap1,Yoann Blanchon,soulap1,0.9289081692695618,137,1.0,1.0,0.072992700729927,1.0,R1
XC9046,soulap1,Allen T. Chartier,soulap1,0.908251941204071,137,1.0,0.9,0.06569343065693431,0.8788888888888889,R1
XC562682,soulap1,Kent Livezey,soulap1,0.9137414693832397,137,1.0,0.7,0.051094890510948905,0.5208333333333334,R1
XC51500,soulap1,Bernabe Lopez-Lanus,coffal1,0.9288565516471863,137,0.5,0.7,0.051094890510948905,0.45087301587301587,R1
XC428133,soulap1,Caio Brito,soulap1,0.9444118738174438,137,1.0,1.0,0.072992700729927,1.0,R1
XC47141,soulap1,Niels Krabbe,soulap1,0.9244427680969238,137,1.0,0.5,0.0364963503649635,0.5,R1
XC861228,soulap1,Paulo Alves,soulap1,0.8921172022819519,137,1.0,0.3,0.021897810218978103,0.2095238095238095,R1
XC549503,soulap1,Bernabe Lopez-Lanus,soulap1,0.8995345830917358,137,1.0,0.8,0.058394160583941604,0.7268253968253967,R1
XC16003,soulap1,Niels Krabbe,soulap1,0.9357165098190308,137,1.0,1.0,0.072992700729927,1.0,R1
XC48574,soulap1,Bernabe Lopez-Lanus,soulap1,0.9228866100311279,137,1.0,0.8,0.058394160583941604,0.788888888888889,R1
XC340516,strcuc1,Aves del NEA,squcuc1,0.9274014830589294,154,0.3333333333333333,0.6,0.03896103896103896,0.3096428571428571,R1
XC340515,strcuc1,Aves del NEA,sobtyr1,0.8422316312789917,154,0.5,0.5,0.032467532467532464,0.2373015873015873,R1
XC173304,strcuc1,Douglas Meyer,strcuc1,0.9538607001304626,154,1.0,0.7,0.045454545454545456,0.7,R1
XC114965,strcuc1,pedrotêia,squcuc1,0.941449761390686,154,0.16666666666666666,0.1,0.006493506493506494,0.016666666666666666,R1
XC349929,strcuc1,Kassius Santos,strcuc1,0.9699019193649292,154,1.0,0.9,0.05844155844155844,0.8788888888888889,R1
XC836228,strcuc1,Jacob Wijpkema,pirfly1,0.9425486922264099,154,0.5,0.5,0.032467532467532464,0.26964285714285713,R1
XC508606,strcuc1,Niels Krabbe,sobtyr1,0.9622619152069092,154,0.3333333333333333,0.3,0.01948051948051948,0.1161904761904762,R1
XC593146,strcuc1,Marcelo da Rocha,strcuc1,0.9458091855049133,154,1.0,0.6,0.03896103896103896,0.4597619047619048,R1
XC240034,strcuc1,Oscar Humberto Marín Gómez,strcuc1,0.9508779048919678,154,1.0,1.0,0.06493506493506493,1.0,R1
XC114160,strcuc1,Sergio Chaparro-Herrera,strcuc1,0.9270987510681152,154,1.0,0.7,0.045454545454545456,0.5580952380952381,R1
XC993685,pabspi1,Bernabe Lopez-Lanus,trokin,0.9472745060920715,125,0.5,0.7,0.056,0.5000000000000001,R1
XC506225,pabspi1,Niels Krabbe,pabspi1,0.9365409016609192,125,1.0,0.5,0.04,0.37666666666666665,R1
XC687712,pabspi1,Niels Krabbe,pabspi1,0.9814598560333252,125,1.0,0.6,0.048,0.575,R1
XC506234,pabspi1,Niels Krabbe,yeofly1,0.9147776961326599,125,0.5,0.4,0.032,0.18285714285714286,R1
XC452493,pabspi1,Marcelo Jordani Feliti,pabspi1,0.9534260630607605,125,1.0,0.4,0.032,0.31,R1
XC701947,pabspi1,Jacob Wijpkema,pabspi1,0.9478939175605774,125,1.0,0.1,0.008,0.1,R1
XC701948,pabspi1,Jacob Wijpkema,squcuc1,0.941750168800354,125,0.06666666666666667,0.0,0.0,0.0,R1
XC236174,pabspi1,Niels Krabbe,coffal1,0.9629220962524414,125,0.16666666666666666,0.1,0.008,0.016666666666666666,R1
XC391585,pabspi1,Kent Livezey,pabspi1,0.9512397050857544,125,1.0,0.8,0.064,0.7327777777777778,R1
XC236176,pabspi1,Niels Krabbe,pabspi1,0.9743791818618774,125,1.0,0.4,0.032,0.3416666666666667,R1
XC268594,yeofly1,Fabrice Schmitt,yeofly1,0.9772380590438843,266,1.0,0.6,0.022556390977443608,0.34174603174603174,R1
XC361117,yeofly1,Niels Krabbe,bobfly1,0.9440596699714661,266,0.09090909090909091,0.0,0.0,0.0,R1
XC250157,yeofly1,Niels Krabbe,yeofly1,0.9375958442687988,266,1.0,0.2,0.007518796992481203,0.12222222222222223,R1
XC46766,yeofly1,Bernabe Lopez-Lanus,pirfly1,0.9699815511703491,266,0.3333333333333333,0.5,0.018796992481203006,0.24047619047619045,R1
XC1031972,yeofly1,Jacob Wijpkema,pirfly1,0.9387993216514587,266,0.14285714285714285,0.1,0.0037593984962406013,0.014285714285714285,R1
XC187210,yeofly1,Marcelo O. Barbosa,yeofly1,0.9667239189147949,266,1.0,0.5,0.018796992481203006,0.37976190476190474,R1
XC512409,yeofly1,Odemir Freitas Junior,barant1,0.9399951696395874,266,0.14285714285714285,0.1,0.0037593984962406013,0.014285714285714285,R1
XC611913,yeofly1,Fabrice Schmitt,pirfly1,0.980380654335022,266,0.3333333333333333,0.3,0.011278195488721804,0.09666666666666665,R1
XC268592,yeofly1,Fabrice Schmitt,yeofly1,0.9751054048538208,266,1.0,0.7,0.02631578947368421,0.5684920634920634,R1
XC583955,yeofly1,Ciro Albano,yeofly1,0.9803271293640137,266,1.0,0.8,0.03007518796992481,0.736547619047619,R1
XC192979,gycwor1,Diego Caiafa,barant1,0.8360219597816467,141,0.1111111111111111,0.2,0.014184397163120567,0.03111111111111111,R1
XC483682,gycwor1,Odemir Freitas Junior,gycwor1,0.9333604574203491,141,1.0,1.0,0.07092198581560284,1.0,R1
XC772156,gycwor1,Niels Krabbe,gycwor1,0.9289412498474121,141,1.0,1.0,0.07092198581560284,1.0,R1
XC501765,gycwor1,NUNES D&#039;ACOSTA,barant1,0.8536863327026367,141,0.03125,0.0,0.0,0.0,R1
XC1012395,gycwor1,Jacob Wijpkema,gycwor1,0.8711986541748047,141,1.0,0.8,0.05673758865248227,0.7434920634920634,R1
XC843813,gycwor1,Mateus Gonçalves Santos,baffal1,0.9379252195358276,141,0.3333333333333333,0.5,0.03546099290780142,0.27249999999999996,R1
XC216181,gycwor1,Kassius Santos,gycwor1,0.9229632019996643,141,1.0,1.0,0.07092198581560284,1.0,R1
XC352281,gycwor1,Odirlei Vieira da Fonseca,gycwor1,0.931963324546814,141,1.0,0.9,0.06382978723404255,0.9,R1
XC335167,gycwor1,Alejandro Pinto-Gómez,gycwor1,0.9209780693054199,141,1.0,0.9,0.06382978723404255,0.89,R1
XC197443,gycwor1,Joe Klaiber,pabspi1,0.9027261137962341,141,0.3333333333333333,0.1,0.0070921985815602835,0.03333333333333333,R1
XC254120,compau,Joe Klaiber,compau,0.9158220887184143,142,1.0,0.4,0.028169014084507043,0.26,R1
XC225326,compau,Joe Klaiber,sobtyr1,0.9251798391342163,142,0.06666666666666667,0.0,0.0,0.0,R1
XC236447,compau,Odirlei Vieira da Fonseca,compau,0.9400191307067871,142,1.0,0.9,0.06338028169014084,0.866388888888889,R1
XC311012,compau,Nery Chanquin,compau,0.9358418583869934,142,1.0,1.0,0.07042253521126761,1.0,R1
XC285306,compau,Paul Marvin,compau,0.9001036882400513,142,1.0,0.7,0.04929577464788732,0.67,R1
XC592920,compau,Marcelo da Rocha,baffal1,0.9165270328521729,142,0.3333333333333333,0.1,0.007042253521126761,0.03333333333333333,R1
XC221567,compau,Joe Klaiber,compau,0.9428979754447937,142,1.0,0.9,0.06338028169014084,0.9,R1
XC630102,compau,Ana Carla Aquino,coffal1,0.8993313312530518,142,0.07142857142857142,0.0,0.0,0.0,R1
XC427477,compau,Caio Brito,compau,0.9424931406974792,142,1.0,0.5,0.035211267605633804,0.5,R1
XC943093,compau,Carlos Delgado JUMABITA,compau,0.94158536195755,142,1.0,0.8,0.056338028169014086,0.7532142857142856,R1
XC433820,barant1,Marcelo Jordani Feliti,barant1,0.9243911504745483,198,1.0,0.8,0.04040404040404041,0.7532142857142856,R1
XC459559,barant1,Marcelo Jordani Feliti,squcuc1,0.8945474028587341,198,0.3333333333333333,0.4,0.020202020202020204,0.13166666666666665,R1
XC732448,barant1,Jacob Wijpkema,baffal1,0.8977527618408203,198,0.5,0.1,0.005050505050505051,0.05,R1
XC716450,barant1,Hernán Arias,barant1,0.9598231911659241,198,1.0,1.0,0.050505050505050504,1.0,R1
XC354908,barant1,GABRIEL LEITE,barant1,0.9291422367095947,198,1.0,0.7,0.03535353535353535,0.6366666666666667,R1
XC428067,barant1,Caio Brito,coffal1,0.9691526293754578,198,0.5,0.4,0.020202020202020204,0.19444444444444445,R1
XC685458,barant1,Jacob Wijpkema,barant1,0.9550966024398804,198,1.0,0.9,0.045454545454545456,0.8788888888888889,R1
XC676256,barant1,Jacob Wijpkema,barant1,0.9384617805480957,198,1.0,0.9,0.045454545454545456,0.8788888888888889,R1
XC443189,barant1,Rosendo Fraga,barant1,0.9016942381858826,198,1.0,0.6,0.030303030303030304,0.513095238095238,R1
XC752776,barant1,GABRIEL LEITE,barant1,0.919255793094635,198,1.0,0.9,0.045454545454545456,0.89,R1
XC695270,pirfly1,Niels Krabbe,pirfly1,0.9803730249404907,201,1.0,0.3,0.014925373134328358,0.16666666666666666,R1
XC199153,pirfly1,Gabriel Rosa,sobtyr1,0.9390597343444824,201,0.019230769230769232,0.0,0.0,0.0,R1
XC575453,pirfly1,Odirlei Vieira da Fonseca,strcuc1,0.9382094144821167,201,0.3333333333333333,0.2,0.009950248756218905,0.07333333333333333,R1
XC199221,pirfly1,Gabriel Rosa,pirfly1,0.967316210269928,201,1.0,0.5,0.024875621890547265,0.3555555555555555,R1
XC1050422,pirfly1,Mateus Gonçalves Santos,pirfly1,0.9771500825881958,201,1.0,0.7,0.03482587064676617,0.5063095238095239,R1
XC249521,pirfly1,Niels Krabbe,whtdov,0.9090917706489563,201,0.25,0.2,0.009950248756218905,0.065,R1
XC249067,pirfly1,Niels Krabbe,strcuc1,0.9159622192382812,201,0.09090909090909091,0.0,0.0,0.0,R1
XC249418,pirfly1,Niels Krabbe,trokin,0.9548672437667847,201,0.3333333333333333,0.3,0.014925373134328358,0.08833333333333333,R1
XC249520,pirfly1,Niels Krabbe,pirfly1,0.9765354990959167,201,1.0,0.5,0.024875621890547265,0.36944444444444446,R1
XC764117,pirfly1,Guilherme de Melo Becher,pirfly1,0.9504287838935852,201,1.0,0.2,0.009950248756218905,0.13333333333333333,R1
XC174648,linwoo1,Douglas Meyer,greant1,0.9384422898292542,184,0.1111111111111111,0.1,0.005434782608695652,0.01111111111111111,R1
XC550450,linwoo1,Bernabe Lopez-Lanus,barant1,0.9305283427238464,184,0.5,0.5,0.02717391304347826,0.2261904761904762,R1
XC550448,linwoo1,Bernabe Lopez-Lanus,linwoo1,0.935393214225769,184,1.0,0.3,0.016304347826086956,0.26,R1
XC379497,linwoo1,Alberto Madroño,linwoo1,0.8723676800727844,184,1.0,0.9,0.04891304347826087,0.8788888888888889,R1
XC732161,linwoo1,Jacob Wijpkema,linwoo1,0.8710400462150574,184,1.0,0.8,0.043478260869565216,0.7621031746031746,R1
XC261880,linwoo1,Olaf Jahn,whtdov,0.9426284432411194,184,0.16666666666666666,0.1,0.005434782608695652,0.016666666666666666,R1
XC250796,linwoo1,Niels Krabbe,linwoo1,0.8993792533874512,184,1.0,0.1,0.005434782608695652,0.1,R1
XC542823,linwoo1,Fabrice Schmitt,baffal1,0.884113073348999,184,0.5,0.3,0.016304347826086956,0.12083333333333332,R1
XC688346,linwoo1,Andres Felipe Espinosa,yeofly1,0.9436571002006531,184,0.1,0.1,0.005434782608695652,0.01,R1
XC197473,linwoo1,Joe Klaiber,coffal1,0.9235910773277283,184,0.5,0.5,0.02717391304347826,0.2596428571428572,R1
XC238416,whtdov,Niels Krabbe,trsowl,0.8726400136947632,192,0.5,0.8,0.041666666666666664,0.5308730158730158,R1
XC235857,whtdov,Niels Krabbe,greant1,0.9054479002952576,192,0.058823529411764705,0.0,0.0,0.0,R1
XC238417,whtdov,Niels Krabbe,pirfly1,0.9467650651931763,192,0.3333333333333333,0.4,0.020833333333333332,0.16083333333333333,R1
XC294701,whtdov,Douglas Meyer,whtdov,0.941474974155426,192,1.0,0.9,0.046875,0.8788888888888889,R1
XC388552,whtdov,Marcelo Jordani Feliti,whtdov,0.9096471071243286,192,1.0,1.0,0.052083333333333336,1.0,R1
XC538235,whtdov,Yoann Blanchon,whtdov,0.9123582243919373,192,1.0,0.7,0.036458333333333336,0.6268253968253967,R1
XC716476,whtdov,Hernán Arias,pirfly1,0.9094671607017517,192,0.3333333333333333,0.1,0.005208333333333333,0.03333333333333333,R1
XC147509,whtdov,Paul Marvin,whtdov,0.9570243954658508,192,1.0,0.6,0.03125,0.4716666666666667,R1
XC277692,whtdov,Paul Marvin,trsowl,0.8951858282089233,192,0.3333333333333333,0.5,0.026041666666666668,0.2333333333333333,R1
XC833664,whtdov,Marcelo O. Barbosa,banana,0.94806969165802,192,0.5,0.3,0.015625,0.12083333333333332,R1
XC469159,bobfly1,GABRIEL LEITE,bobfly1,0.9329450130462646,204,1.0,0.5,0.024509803921568627,0.35444444444444445,R1
XC578500,bobfly1,Ciro Albano,bobfly1,0.9114497900009155,204,1.0,0.7,0.03431372549019608,0.591111111111111,R1
XC545844,bobfly1,Ciro Albano,yeofly1,0.9317250847816467,204,0.5,0.3,0.014705882352941176,0.17666666666666667,R1
XC427567,bobfly1,Caio Brito,sobtyr1,0.920387864112854,204,0.14285714285714285,0.2,0.00980392156862745,0.03428571428571429,R1
XC583946,bobfly1,Ciro Albano,bobfly1,0.9448438882827759,204,1.0,0.7,0.03431372549019608,0.5325396825396825,R1
XC235872,bobfly1,Niels Krabbe,roahaw,0.9242483377456665,204,0.25,0.4,0.0196078431372549,0.14563492063492062,R1
XC427566,bobfly1,Caio Brito,bobfly1,0.9204108119010925,204,1.0,0.7,0.03431372549019608,0.49309523809523814,R1
XC356904,bobfly1,Kent Livezey,bobfly1,0.9276825189590454,204,1.0,0.8,0.0392156862745098,0.6308730158730158,R1
XC841763,bobfly1,Niels Krabbe,bobfly1,0.9653292298316956,204,1.0,0.6,0.029411764705882353,0.4647619047619048,R1
XC666481,bobfly1,Odirlei Vieira da Fonseca,squcuc1,0.9509127736091614,204,0.14285714285714285,0.1,0.004901960784313725,0.014285714285714285,R1
XC944466,trokin,Carlos Delgado JUMABITA,pabspi1,0.9652423858642578,155,0.045454545454545456,0.0,0.0,0.0,R1
XC556661,trokin,Caio Brito,bobfly1,0.9663556814193726,155,0.08333333333333333,0.0,0.0,0.0,R1
XC131763,trokin,Oscar Humberto Marin-Gomez,yeofly1,0.9650651216506958,155,0.1111111111111111,0.1,0.0064516129032258064,0.01111111111111111,R1
XC282322,trokin,Paul Marvin,trokin,0.9697049856185913,155,1.0,0.9,0.05806451612903226,0.866388888888889,R1
XC287873,trokin,J.R. Rigby,yeofly1,0.941428542137146,155,0.16666666666666666,0.1,0.0064516129032258064,0.016666666666666666,R1
XC944467,trokin,Carlos Delgado JUMABITA,yeofly1,0.9686121940612793,155,0.02564102564102564,0.0,0.0,0.0,R1
XC690960,trokin,Jules Evens,trokin,0.9441364407539368,155,1.0,0.8,0.05161290322580645,0.7675,R1
XC960832,trokin,Alejandra Moreno Rojas ,soulap1,0.9794481992721558,155,0.022727272727272728,0.0,0.0,0.0,R1
XC490064,trokin,GABRIEL LEITE,yeofly1,0.9571041464805603,155,0.14285714285714285,0.2,0.012903225806451613,0.039285714285714285,R1
XC282345,trokin,Paul Marvin,trokin,0.9510875940322876,155,1.0,0.8,0.05161290322580645,0.716547619047619,R1
XC1011212,coffal1,Jacob Wijpkema,coffal1,0.7536852359771729,171,1.0,1.0,0.05847953216374269,1.0,R2
XC518849,coffal1,Marcelo da Rocha,coffal1,0.8303714990615845,171,1.0,1.0,0.05847953216374269,1.0,R2
XC640029,coffal1,Ciro Albano,coffal1,0.8310445547103882,171,1.0,1.0,0.05847953216374269,1.0,R2
XC238626,coffal1,Niels Krabbe,coffal1,0.8805562257766724,171,1.0,1.0,0.05847953216374269,1.0,R2
XC580510,coffal1,Kent Livezey,coffal1,0.8039709329605103,171,1.0,1.0,0.05847953216374269,1.0,R2
XC841725,coffal1,Niels Krabbe,coffal1,0.7582051753997803,171,1.0,1.0,0.05847953216374269,1.0,R2
XC909155,coffal1,Luis Gomez,coffal1,0.8221898674964905,171,1.0,1.0,0.05847953216374269,1.0,R2
XC597587,coffal1,Erik Camilo Gaitán López,coffal1,0.8572399616241455,171,1.0,1.0,0.05847953216374269,1.0,R2
XC514068,coffal1,David Bradley,coffal1,0.7949597835540771,171,1.0,1.0,0.05847953216374269,1.0,R2
XC915055,coffal1,Rodrigo Y Castro,coffal1,0.9999118447303772,171,1.0,1.0,0.05847953216374269,1.0,R2
XC504846,sobtyr1,Iván Lau,sobtyr1,0.7197726368904114,221,1.0,1.0,0.04524886877828054,1.0,R2
XC764623,sobtyr1,Niels Krabbe,sobtyr1,0.8080759048461914,221,1.0,1.0,0.04524886877828054,1.0,R2
XC653903,sobtyr1,Jacob Wijpkema,sobtyr1,0.7869851589202881,221,1.0,1.0,0.04524886877828054,1.0,R2
XC176886,sobtyr1,Douglas Meyer,sobtyr1,0.8225744962692261,221,1.0,1.0,0.04524886877828054,1.0,R2
XC580800,sobtyr1,Javier Ricardo Salamanca-Reyes,strcuc1,0.6389029622077942,221,0.5,0.4,0.01809954751131222,0.20714285714285713,R2
XC763522,sobtyr1,GABRIEL LEITE,sobtyr1,0.7978628277778625,221,1.0,1.0,0.04524886877828054,1.0,R2
XC612769,sobtyr1,Fabrice Schmitt,sobtyr1,0.7069284319877625,221,1.0,1.0,0.04524886877828054,1.0,R2
XC135348,sobtyr1,Dan Lane,sobtyr1,0.7225615382194519,221,1.0,0.9,0.04072398190045249,0.8521031746031745,R2
XC1062368,sobtyr1,Jacob Wijpkema,sobtyr1,0.7158876657485962,221,1.0,1.0,0.04524886877828054,1.0,R2
XC653904,sobtyr1,Jacob Wijpkema,sobtyr1,0.6734209060668945,221,1.0,1.0,0.04524886877828054,1.0,R2
XC348691,greant1,Blas Fandiño,greant1,0.7887390851974487,223,1.0,1.0,0.04484304932735426,1.0,R2
XC397818,greant1,Federico Ferrer,greant1,0.8078824281692505,223,1.0,1.0,0.04484304932735426,1.0,R2
XC50033,greant1,Bernabe Lopez-Lanus,greant1,0.7250969409942627,223,1.0,1.0,0.04484304932735426,1.0,R2
XC388556,greant1,Marcelo Jordani Feliti,greant1,0.6917413473129272,223,1.0,1.0,0.04484304932735426,1.0,R2
XC433819,greant1,Marcelo Jordani Feliti,greant1,0.8695682287216187,223,1.0,1.0,0.04484304932735426,1.0,R2
XC123928,greant1,GABRIEL LEITE,greant1,0.7480771541595459,223,1.0,1.0,0.04484304932735426,1.0,R2
XC489684,greant1,Jacob Wijpkema,greant1,0.7878821492195129,223,1.0,1.0,0.04484304932735426,1.0,R2
XC452472,greant1,Marcelo Jordani Feliti,greant1,0.8287245631217957,223,1.0,1.0,0.04484304932735426,1.0,R2
XC616309,greant1,Fabrice Schmitt,greant1,0.6881522536277771,223,1.0,0.6,0.026905829596412557,0.4647619047619048,R2
XC118887,greant1,GABRIEL LEITE,greant1,0.7367586493492126,223,1.0,1.0,0.04484304932735426,1.0,R2
XC294719,squcuc1,Douglas Meyer,squcuc1,0.7740457057952881,231,1.0,1.0,0.04329004329004329,1.0,R2
XC294724,squcuc1,Douglas Meyer,squcuc1,0.804694414138794,231,1.0,1.0,0.04329004329004329,1.0,R2
XC940505,squcuc1,Kauê Werner,squcuc1,0.8612408638000488,231,1.0,1.0,0.04329004329004329,1.0,R2
XC216157,squcuc1,Amanda Perin Marcon,squcuc1,0.7391037344932556,231,1.0,1.0,0.04329004329004329,1.0,R2
