recording_id,species_key,scientific_name,common_name,author,rating,latitude,longitude,file_path,split_role
XC817259,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,4.5,-6.3761,-47.1085,data/BirdClef/train_audio/coffal1/XC817259.ogg,gallery
XC498122,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Richard E. Webster,4.5,21.4616,-105.1549,data/BirdClef/train_audio/coffal1/XC498122.ogg,gallery
XC544486,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Nunes-de-Almeida,4.0,-0.0266,-78.7423,data/BirdClef/train_audio/coffal1/XC544486.ogg,gallery
XC901536,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,3.5,-13.8891,-50.1832,data/BirdClef/train_audio/coffal1/XC901536.ogg,gallery
XC1051801,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Max Noack,4.0,15.4856,-90.3614,data/BirdClef/train_audio/coffal1/XC1051801.ogg,gallery
XC766377,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fabio Agudelo Zapata,4.0,5.1141,-75.9287,data/BirdClef/train_audio/coffal1/XC766377.ogg,gallery
XC498123,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Richard E. Webster,4.0,21.4616,-105.1549,data/BirdClef/train_audio/coffal1/XC498123.ogg,gallery
XC113626,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fabricio Gorleri,3.5,-26.3398,-58.2103,data/BirdClef/train_audio/coffal1/XC113626.ogg,gallery
XC957244,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Scott Olmstead,4.0,8.311,-77.7992,data/BirdClef/train_audio/coffal1/XC957244.ogg,gallery
XC299688,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fernando Igor de Godoy,3.0,-24.2783,-50.5306,data/BirdClef/train_audio/coffal1/XC299688.ogg,gallery
XC561198,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Jerome Fischer,4.0,11.1009,-74.0723,data/BirdClef/train_audio/coffal1/XC561198.ogg,gallery
XC474545,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Rolf A. de By,4.0,10.3834,-85.3343,data/BirdClef/train_audio/coffal1/XC474545.ogg,gallery
XC653582,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Dante Buzzetti,3.0,-18.1152,-63.7996,data/BirdClef/train_audio/coffal1/XC653582.ogg,gallery
XC486483,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Matt Wistrand,3.0,14.8873,-87.9186,data/BirdClef/train_audio/coffal1/XC486483.ogg,gallery
XC829183,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,rudy gelis,4.5,0.0263,-78.7182,data/BirdClef/train_audio/coffal1/XC829183.ogg,gallery
XC257398,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,John V. Moore,4.0,-0.498,-76.373,data/BirdClef/train_audio/coffal1/XC257398.ogg,gallery
XC475414,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Dante Buzzetti,4.0,-9.366,-69.934,data/BirdClef/train_audio/coffal1/XC475414.ogg,gallery
XC474413,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Dante Buzzetti,3.5,-9.3657,-69.934,data/BirdClef/train_audio/coffal1/XC474413.ogg,gallery
XC176293,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,João Antônio de B. Vitto,3.0,-28.5186,-49.3243,data/BirdClef/train_audio/coffal1/XC176293.ogg,gallery
XC113951,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Noé Eiterer,3.0,-20.79,-42.8882,data/BirdClef/train_audio/coffal1/XC113951.ogg,gallery
XC4325,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Bob Planqué,4.0,-24.0171,-47.8104,data/BirdClef/train_audio/coffal1/XC4325.ogg,gallery
XC186426,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,João Gava,4.0,-28.6431,-49.471,data/BirdClef/train_audio/coffal1/XC186426.ogg,gallery
XC465389,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Charlie Vogt,4.0,-0.577,-77.8739,data/BirdClef/train_audio/coffal1/XC465389.ogg,gallery
XC303296,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Rodrigo Dela Rosa,4.0,-5.8667,-50.4834,data/BirdClef/train_audio/coffal1/XC303296.ogg,gallery
XC962975,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Richard E. Webster,5.0,-12.8754,-69.4096,data/BirdClef/train_audio/coffal1/XC962975.ogg,gallery
XC990770,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fabrício Grigolin,3.5,-20.2566,-50.2133,data/BirdClef/train_audio/coffal1/XC990770.ogg,gallery
XC905059,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Thiago Bicudo,3.0,-3.5204,-64.9822,data/BirdClef/train_audio/coffal1/XC905059.ogg,gallery
XC704831,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Dante Buzzetti,4.0,-9.5035,-50.0924,data/BirdClef/train_audio/coffal1/XC704831.ogg,gallery
XC400213,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Breno Dias Vitorino,3.0,-15.6421,-57.1899,data/BirdClef/train_audio/coffal1/XC400213.ogg,gallery
XC817255,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,4.5,-6.3761,-47.1085,data/BirdClef/train_audio/coffal1/XC817255.ogg,gallery
XC691913,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Manuel Grosselet,5.0,15.8146,-96.0784,data/BirdClef/train_audio/coffal1/XC691913.ogg,gallery
XC978081,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Matthew L. Brady,4.0,17.5597,-99.6907,data/BirdClef/train_audio/coffal1/XC978081.ogg,gallery
XC577973,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,José María Loaiza B.,3.0,0.0797,-78.6838,data/BirdClef/train_audio/coffal1/XC577973.ogg,gallery
XC299430,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,James Bradley,3.0,4.727,-75.577,data/BirdClef/train_audio/coffal1/XC299430.ogg,gallery
XC777927,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,5.0,-16.0538,-49.604,data/BirdClef/train_audio/coffal1/XC777927.ogg,gallery
XC117979,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Mauricio Álvarez Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),4.0,9.5775,-75.4611,data/BirdClef/train_audio/coffal1/XC117979.ogg,gallery
XC817256,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,5.0,-6.3761,-47.1085,data/BirdClef/train_audio/coffal1/XC817256.ogg,gallery
XC710857,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Ricardo José Mitidieri,5.0,-22.9516,-43.0472,data/BirdClef/train_audio/coffal1/XC710857.ogg,gallery
XC1720,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Sjoerd Mayer,3.5,-22.1001,-64.4334,data/BirdClef/train_audio/coffal1/XC1720.ogg,gallery
XC957243,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Scott Olmstead,4.0,8.311,-77.7992,data/BirdClef/train_audio/coffal1/XC957243.ogg,gallery
XC979701,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fernanda Fernandex,3.0,-15.5661,-47.7656,data/BirdClef/train_audio/coffal1/XC979701.ogg,gallery
XC580453,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,3.5,-14.625,-49.0051,data/BirdClef/train_audio/coffal1/XC580453.ogg,gallery
XC771588,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,David Monroy Rengifo,4.0,4.843,-75.8187,data/BirdClef/train_audio/coffal1/XC771588.ogg,gallery
XC585347,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Manuel Grosselet,3.0,19.0462,-96.0139,data/BirdClef/train_audio/coffal1/XC585347.ogg,gallery
XC548516,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Rodrigo Dela Rosa,3.0,-22.9444,-45.6751,data/BirdClef/train_audio/coffal1/XC548516.ogg,gallery
XC241791,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Eric DeFonso,4.0,-22.4508,-42.7735,data/BirdClef/train_audio/coffal1/XC241791.ogg,gallery
XC587750,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Rosendo Manuel Fraga,4.0,-11.5833,-72.95,data/BirdClef/train_audio/coffal1/XC587750.ogg,gallery
XC601747,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Diego Restrepo,3.0,6.2373,-75.4879,data/BirdClef/train_audio/coffal1/XC601747.ogg,gallery
XC990769,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fabrício Grigolin,3.5,-20.2566,-50.2133,data/BirdClef/train_audio/coffal1/XC990769.ogg,gallery
XC978122,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Matthew L. Brady,4.0,17.5608,-99.7137,data/BirdClef/train_audio/coffal1/XC978122.ogg,gallery
XC665508,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Alexis Bukowski,5.0,9.7932,-84.6019,data/BirdClef/train_audio/coffal1/XC665508.ogg,gallery
XC834086,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Bobby Wilcox,4.0,-16.3792,-56.6223,data/BirdClef/train_audio/coffal1/XC834086.ogg,gallery
XC28795,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Daniel Lane,3.0,23.1162,-99.1414,data/BirdClef/train_audio/coffal1/XC28795.ogg,gallery
XC389015,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,ANDREA LARISSA BOESING,3.0,-21.9158,-46.7287,data/BirdClef/train_audio/coffal1/XC389015.ogg,gallery
XC799782,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Dante Buzzetti,3.0,5.0861,-74.7076,data/BirdClef/train_audio/coffal1/XC799782.ogg,gallery
XC174043,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,João Antônio de B. Vitto,4.0,-14.8264,-56.4241,data/BirdClef/train_audio/coffal1/XC174043.ogg,gallery
XC823925,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Alexandre GRAVE,3.0,5.2648,-53.4869,data/BirdClef/train_audio/coffal1/XC823925.ogg,gallery
XC977920,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Matthew L. Brady,4.0,17.5597,-99.6907,data/BirdClef/train_audio/coffal1/XC977920.ogg,gallery
XC705220,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fernando Igor de Godoy,4.0,-4.954,-47.5036,data/BirdClef/train_audio/coffal1/XC705220.ogg,gallery
XC127194,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Thore Noernberg,3.0,9.0245,-79.5528,data/BirdClef/train_audio/coffal1/XC127194.ogg,gallery
XC922795,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fernanda Fernandex,5.0,-15.5598,-47.7522,data/BirdClef/train_audio/coffal1/XC922795.ogg,gallery
XC213522,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Oscar Ballesteors,3.0,25.5201,-100.2857,data/BirdClef/train_audio/coffal1/XC213522.ogg,gallery
XC972702,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fernanda Fernandex,4.0,-15.5581,-47.7775,data/BirdClef/train_audio/coffal1/XC972702.ogg,gallery
XC279746,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Phil Arneson,4.0,13.9609,-86.869,data/BirdClef/train_audio/coffal1/XC279746.ogg,gallery
XC137619,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Walter Elías Méndez Rivera,3.0,13.559,-89.2594,data/BirdClef/train_audio/coffal1/XC137619.ogg,gallery
XC706863,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,3.0,-16.0538,-49.604,data/BirdClef/train_audio/coffal1/XC706863.ogg,gallery
XC520327,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Dante Buzzetti,4.0,-8.7167,-35.8442,data/BirdClef/train_audio/coffal1/XC520327.ogg,gallery
XC905061,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Thiago Bicudo,3.0,-3.5204,-64.9822,data/BirdClef/train_audio/coffal1/XC905061.ogg,gallery
XC771391,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Mario Trejo,5.0,13.8564,-89.7328,data/BirdClef/train_audio/coffal1/XC771391.ogg,gallery
XC507889,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,3.0,-18.3949,-52.6654,data/BirdClef/train_audio/coffal1/XC507889.ogg,gallery
XC465379,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Charlie Vogt,4.0,-0.577,-77.8739,data/BirdClef/train_audio/coffal1/XC465379.ogg,gallery
XC2231,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Sjoerd Mayer,3.5,-17.1667,-62.4167,data/BirdClef/train_audio/coffal1/XC2231.ogg,gallery
XC299136,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fernando Igor de Godoy,3.0,-21.831,-48.0445,data/BirdClef/train_audio/coffal1/XC299136.ogg,gallery
XC474416,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Dante Buzzetti,3.5,-9.3657,-69.934,data/BirdClef/train_audio/coffal1/XC474416.ogg,gallery
XC213678,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,John van Dort,3.0,15.0294,-86.7951,data/BirdClef/train_audio/coffal1/XC213678.ogg,gallery
XC580450,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,4.5,-14.625,-49.0051,data/BirdClef/train_audio/coffal1/XC580450.ogg,gallery
XC965378,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,5.0,-16.5108,-49.2939,data/BirdClef/train_audio/coffal1/XC965378.ogg,gallery
XC1035098,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,3.0,-5.7717,-47.4806,data/BirdClef/train_audio/coffal1/XC1035098.ogg,gallery
XC703023,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,David Monroy Rengifo,3.0,4.843,-75.8187,data/BirdClef/train_audio/coffal1/XC703023.ogg,gallery
XC217482,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Jerome Fischer,3.0,0.1228,-78.9942,data/BirdClef/train_audio/coffal1/XC217482.ogg,gallery
XC990768,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Fabrício Grigolin,3.5,-20.2566,-50.2133,data/BirdClef/train_audio/coffal1/XC990768.ogg,gallery
XC768344,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Nick Komar,3.0,15.749,-96.1424,data/BirdClef/train_audio/coffal1/XC768344.ogg,gallery
XC216861,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Max Noack,4.0,15.6124,-90.3781,data/BirdClef/train_audio/coffal1/XC216861.ogg,gallery
XC366781,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,J Alfonso Valdez C,4.0,19.5589,-105.0832,data/BirdClef/train_audio/coffal1/XC366781.ogg,gallery
XC808569,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Ricardo José Mitidieri,4.0,-22.3076,-42.0005,data/BirdClef/train_audio/coffal1/XC808569.ogg,gallery
XC691922,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Manuel Grosselet,4.0,15.8146,-96.0784,data/BirdClef/train_audio/coffal1/XC691922.ogg,gallery
XC680228,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Luiz C.  Silva,5.0,-24.1029,-52.3171,data/BirdClef/train_audio/coffal1/XC680228.ogg,gallery
XC586366,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Arthur Gomes,4.0,-22.9403,-46.955,data/BirdClef/train_audio/coffal1/XC586366.ogg,gallery
XC122697,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Jon King,4.0,3.473,-60.8972,data/BirdClef/train_audio/coffal1/XC122697.ogg,gallery
XC342748,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Tulio Dornas,4.0,-8.6204,-48.4106,data/BirdClef/train_audio/coffal1/XC342748.ogg,gallery
XC185,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Bob Planqué,4.0,-12.856,-69.362,data/BirdClef/train_audio/coffal1/XC185.ogg,gallery
XC1012428,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Marcos E. Sosa,5.0,-27.3999,-55.6383,data/BirdClef/train_audio/coffal1/XC1012428.ogg,gallery
XC777926,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,4.5,-16.0538,-49.604,data/BirdClef/train_audio/coffal1/XC777926.ogg,gallery
XC85222,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Jeremy Minns,4.0,3.2001,-60.5667,data/BirdClef/train_audio/coffal1/XC85222.ogg,gallery
XC327482,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Moises Rodriguez,4.0,14.5262,-91.1667,data/BirdClef/train_audio/coffal1/XC327482.ogg,gallery
XC474417,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Dante Buzzetti,3.5,-9.3657,-69.934,data/BirdClef/train_audio/coffal1/XC474417.ogg,gallery
XC254468,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Francisco Dubon,4.0,14.936,-88.0252,data/BirdClef/train_audio/coffal1/XC254468.ogg,gallery
XC771607,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,David Monroy Rengifo,5.0,4.7175,-75.6242,data/BirdClef/train_audio/coffal1/XC771607.ogg,gallery
XC190574,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,João Gava Just,3.0,-28.6155,-49.5164,data/BirdClef/train_audio/coffal1/XC190574.ogg,gallery
XC607081,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Brice de la Croix,4.0,4.7962,-52.4577,data/BirdClef/train_audio/coffal1/XC607081.ogg,gallery
XC181307,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,André J. PIeri,3.0,-25.6934,-53.8521,data/BirdClef/train_audio/coffal1/XC181307.ogg,gallery
XC516393,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Rolf A. de By,4.0,5.8644,-55.2066,data/BirdClef/train_audio/coffal1/XC516393.ogg,gallery
XC198345,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Guillermo Funes,3.0,13.7672,-88.1889,data/BirdClef/train_audio/coffal1/XC198345.ogg,gallery
XC521899,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Guilherme Willrich,4.0,-26.1925,-48.7312,data/BirdClef/train_audio/coffal1/XC521899.ogg,gallery
XC582984,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,José María Loaiza B.,4.0,0.0797,-78.6838,data/BirdClef/train_audio/coffal1/XC582984.ogg,gallery
XC453544,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Will Sweet,4.0,-12.5687,-70.0928,data/BirdClef/train_audio/coffal1/XC453544.ogg,gallery
XC834087,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Bobby Wilcox,4.0,-16.3792,-56.6223,data/BirdClef/train_audio/coffal1/XC834087.ogg,gallery
XC965381,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,4.5,-16.5108,-49.2939,data/BirdClef/train_audio/coffal1/XC965381.ogg,gallery
XC909255,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Leonardo Guzman Hernandez,4.0,23.0644,-99.1681,data/BirdClef/train_audio/coffal1/XC909255.ogg,gallery
XC734585,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Giovanna Sarti,3.0,-23.5915,-48.4771,data/BirdClef/train_audio/coffal1/XC734585.ogg,gallery
XC712945,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Miguel Angelo Biz,4.0,-27.2374,-49.7565,data/BirdClef/train_audio/coffal1/XC712945.ogg,gallery
XC541728,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Lia Nahomi Kajiki,3.5,-13.4815,-39.7603,data/BirdClef/train_audio/coffal1/XC541728.ogg,gallery
XC420558,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Yair Guillermo Molina Martínez.,3.0,1.0765,-76.7317,data/BirdClef/train_audio/coffal1/XC420558.ogg,gallery
XC983466,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Juan Freile,3.5,-2.1366,-80.0891,data/BirdClef/train_audio/coffal1/XC983466.ogg,gallery
XC328937,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Jorge Gabriel Campos ,3.0,9.7269,-85.0386,data/BirdClef/train_audio/coffal1/XC328937.ogg,gallery
XC811852,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Scott Olmstead,3.0,14.5239,-91.1392,data/BirdClef/train_audio/coffal1/XC811852.ogg,gallery
XC122314,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Eric DeFonso,3.0,-12.7945,-71.3979,data/BirdClef/train_audio/coffal1/XC122314.ogg,gallery
XC465391,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Charlie Vogt,4.0,-0.577,-77.8739,data/BirdClef/train_audio/coffal1/XC465391.ogg,gallery
XC742303,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Cicero Simão Lima Santos,4.0,-7.395,-39.2958,data/BirdClef/train_audio/coffal1/XC742303.ogg,gallery
XC357446,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Corey Lange,3.0,17.7756,-88.5453,data/BirdClef/train_audio/coffal1/XC357446.ogg,gallery
XC777380,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Geoffrey Monchaux,5.0,5.0879,-52.5632,data/BirdClef/train_audio/coffal1/XC777380.ogg,gallery
XC333864,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Richard E. Webster,3.0,15.5927,-92.8492,data/BirdClef/train_audio/coffal1/XC333864.ogg,gallery
XC191914,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Mayron McKewy Mejía,5.0,14.0255,-86.524,data/BirdClef/train_audio/coffal1/XC191914.ogg,gallery
XC498118,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Richard E. Webster,3.5,21.5755,-105.2317,data/BirdClef/train_audio/coffal1/XC498118.ogg,gallery
XC165194,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Mayron McKewy Mejía,4.0,14.239,-87.089,data/BirdClef/train_audio/coffal1/XC165194.ogg,gallery
XC85223,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Jeremy Minns,4.0,3.4239,-60.3512,data/BirdClef/train_audio/coffal1/XC85223.ogg,gallery
XC413777,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Victor Antonelli,3.0,-22.8842,-48.4442,data/BirdClef/train_audio/coffal1/XC413777.ogg,gallery
XC957242,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Scott Olmstead,5.0,8.311,-77.7992,data/BirdClef/train_audio/coffal1/XC957242.ogg,gallery
XC655938,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Leonardo Guzman Hernandez,4.0,25.5592,-100.2622,data/BirdClef/train_audio/coffal1/XC655938.ogg,gallery
XC710911,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,JAYRSON ARAUJO DE OLIVEIRA,3.5,-16.5849,-49.1211,data/BirdClef/train_audio/coffal1/XC710911.ogg,gallery
XC498112,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Richard E. Webster,3.0,23.4067,-105.9352,data/BirdClef/train_audio/coffal1/XC498112.ogg,gallery
XC388220,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Étienne Leroy,4.0,3.6167,-53.2001,data/BirdClef/train_audio/coffal1/XC388220.ogg,gallery
XC420105,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,rodrigo y castro,4.0,-23.6633,-46.9605,data/BirdClef/train_audio/coffal1/XC420105.ogg,gallery
XC164970,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Carlos Alexander Alberto,4.0,15.5391,-87.9933,data/BirdClef/train_audio/coffal1/XC164970.ogg,gallery
XC491706,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Dante Buzzetti,4.0,-9.545,-70.089,data/BirdClef/train_audio/coffal1/XC491706.ogg,gallery
XC247996,compau,Nyctidromus albicollis,Pauraque,Mayron McKewy Mejía,5.0,12.8245,-87.4136,data/BirdClef/train_audio/compau/XC247996.ogg,gallery
XC525625,compau,Nyctidromus albicollis,Pauraque,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),5.0,0.2131,-72.4236,data/BirdClef/train_audio/compau/XC525625.ogg,gallery
XC748993,compau,Nyctidromus albicollis,Pauraque,Ricardo José Mitidieri,3.0,-21.4748,-44.6372,data/BirdClef/train_audio/compau/XC748993.ogg,gallery
XC537498,compau,Nyctidromus albicollis,Pauraque,Fernando Igor de Godoy,4.0,-8.7512,-68.9938,data/BirdClef/train_audio/compau/XC537498.ogg,gallery
XC1034697,compau,Nyctidromus albicollis,Pauraque,JAYRSON ARAUJO DE OLIVEIRA,4.0,-5.7717,-47.4806,data/BirdClef/train_audio/compau/XC1034697.ogg,gallery
XC837459,compau,Nyctidromus albicollis,Pauraque,Fernanda Fernandex,3.5,-15.5661,-47.7656,data/BirdClef/train_audio/compau/XC837459.ogg,gallery
XC837940,compau,Nyctidromus albicollis,Pauraque,JAYRSON ARAUJO DE OLIVEIRA,3.0,-14.0858,-50.8244,data/BirdClef/train_audio/compau/XC837940.ogg,gallery
XC121700,compau,Nyctidromus albicollis,Pauraque,Tomaz Nascimento de Melo,3.0,-23.07,-45.939,data/BirdClef/train_audio/compau/XC121700.ogg,gallery
XC123378,compau,Nyctidromus albicollis,Pauraque,Noé Eiterer,5.0,-20.79,-42.8882,data/BirdClef/train_audio/compau/XC123378.ogg,gallery
XC532316,compau,Nyctidromus albicollis,Pauraque,Sergio Córdoba-Córdoba (Colección de Sonidos Ambientales - Instituto Humboldt),4.0,5.2461,-75.6853,data/BirdClef/train_audio/compau/XC532316.ogg,gallery
XC1009656,compau,Nyctidromus albicollis,Pauraque,JAYRSON ARAUJO DE OLIVEIRA,5.0,-16.0538,-49.604,data/BirdClef/train_audio/compau/XC1009656.ogg,gallery
XC196078,compau,Nyctidromus albicollis,Pauraque,Leonardo Ordóñez-Delgado,4.0,-4.2094,-78.6397,data/BirdClef/train_audio/compau/XC196078.ogg,gallery
XC674622,compau,Nyctidromus albicollis,Pauraque,Felipe Arantes,5.0,-5.9642,-50.3653,data/BirdClef/train_audio/compau/XC674622.ogg,gallery
XC1035712,compau,Nyctidromus albicollis,Pauraque,JAYRSON ARAUJO DE OLIVEIRA,4.5,-7.1545,-48.6915,data/BirdClef/train_audio/compau/XC1035712.ogg,gallery
XC512361,compau,Nyctidromus albicollis,Pauraque,Dante Buzzetti,4.0,-9.2093,-35.8681,data/BirdClef/train_audio/compau/XC512361.ogg,gallery
XC389662,compau,Nyctidromus albicollis,Pauraque,Andres Angulo ,4.0,4.0706,-73.679,data/BirdClef/train_audio/compau/XC389662.ogg,gallery
XC252005,compau,Nyctidromus albicollis,Pauraque,Alfonso Auerbach,5.0,15.7391,-87.4536,data/BirdClef/train_audio/compau/XC252005.ogg,gallery
